1	World	 19,010,000,000,000
2	China	  4,693,000,000,000
3	United States	  3,889,000,000,000
4	European Union	  3,037,000,000,000
5	Japan	   859,700,000,000
6	Russia	   808,000,000,000
7	India	   637,600,000,000
8	Germany	   509,500,000,000
9	Canada	   504,800,000,000
10	Korea, South	   455,100,000,000
11	France	   451,400,000,000
12	Brazil	   438,300,000,000
13	United Kingdom	   325,800,000,000
14	Italy	   296,300,000,000
15	Spain	   256,600,000,000
16	Australia	   228,800,000,000
17	South Africa	   206,100,000,000
18	Taiwan	   203,800,000,000
19	Mexico	   203,800,000,000
20	Saudi Arabia	   186,100,000,000
21	Iran	   173,100,000,000
22	Turkey	   155,200,000,000
23	Ukraine	   138,300,000,000
24	Thailand	   131,900,000,000
25	Indonesia	   131,500,000,000
26	Poland	   127,200,000,000
27	Sweden	   127,100,000,000
28	Egypt	   115,800,000,000
29	Norway	   110,800,000,000
30	Netherlands	   107,400,000,000
31	Argentina	   104,200,000,000
32	Vietnam	   101,000,000,000
33	Malaysia	    95,020,000,000
34	Kazakhstan	    88,110,000,000
35	Venezuela	    85,850,000,000
36	Belgium	    78,530,000,000
37	Finland	    77,660,000,000
38	Pakistan	    74,350,000,000
39	United Arab Emirates	    74,120,000,000
40	Austria	    61,510,000,000
41	Czech Republic	    58,880,000,000
42	Greece	    58,710,000,000
43	Switzerland	    57,700,000,000
44	Chile	    53,240,000,000
45	Philippines	    51,300,000,000
46	Portugal	    47,810,000,000
47	Colombia	    46,390,000,000
48	Romania	    45,610,000,000
49	Israel	    45,590,000,000
50	Iraq	    43,510,000,000
51	Kuwait	    43,410,000,000
52	Hong Kong	    43,140,000,000
53	Uzbekistan	    42,900,000,000
54	Singapore	    41,200,000,000
55	New Zealand	    38,960,000,000
56	Hungary	    35,850,000,000
57	Serbia	    35,500,000,000
58	Bangladesh	    34,830,000,000
59	Peru	    34,250,000,000
60	Denmark	    32,420,000,000
61	Algeria	    31,390,000,000
62	Bulgaria	    30,380,000,000
63	Belarus	    29,540,000,000
64	Syria	    28,870,000,000
65	Slovakia	    28,760,000,000
66	Ireland	    26,100,000,000
67	Libya	    24,290,000,000
68	Morocco	    22,210,000,000
69	Puerto Rico	    19,260,000,000
70	Croatia	    18,870,000,000
71	Nigeria	    17,660,000,000
72	Qatar	    17,330,000,000
73	Korea, North	    17,120,000,000
74	Iceland	    15,980,000,000
75	Oman	    15,340,000,000
76	Ecuador	    14,920,000,000
77	Cuba	    14,650,000,000
78	Azerbaijan	    13,480,000,000
79	Tajikistan	    13,290,000,000
80	Tunisia	    12,750,000,000
81	Zimbabwe	    12,540,000,000
82	Lebanon	    12,340,000,000
83	Jordan	    11,640,000,000
84	Slovenia	    11,600,000,000
85	Turkmenistan	    11,220,000,000
86	Bahrain	    11,060,000,000
87	Mozambique	    10,190,000,000
88	Bosnia and Herzegovina	    10,170,000,000
89	Dominican Republic	     9,881,000,000
90	Lithuania	     9,566,000,000
91	Sri Lanka	     9,268,000,000
92	Georgia	     9,256,000,000
93	Macedonia	     9,024,000,000
94	Guatemala	     8,161,000,000
95	Costa Rica	     8,144,000,000
96	Uruguay	     7,960,000,000
97	Estonia	     7,755,000,000
98	Zambia	     7,704,000,000
99	Kyrgyzstan	     7,290,000,000
100	Trinidad and Tobago	     7,102,000,000
101	Congo, Democratic Republic of the	     6,588,000,000
102	Bolivia	     6,301,000,000
103	Paraguay	     6,237,000,000
104	Latvia	     6,215,000,000
105	Ghana	     6,122,000,000
106	Luxembourg	     5,973,000,000
107	Panama	     5,805,000,000
108	Armenia	     5,800,000,000
109	El Salvador	     5,756,000,000
110	Kosovo	     5,674,000,000
111	Kenya	     5,516,000,000
112	Cameroon	     5,049,000,000
113	Nepal	     4,833,000,000
